text,label
я не знаю людей с ограниченными умственными способностями,0
Список литературы:,0
"мы не можем быть вместе, потому что я не хочу быть вашим отцом",0
Я не могу найти себе работу,0
"если бы я был слепым, я бы не смог любить людей",0
"я хочу, чтоб ты меня понял, но не могу",0
"я не слепой, я слепой, но я не хочу быть калекой, я хочу быть здоровым",0
"и я не хочу, чтобы обо мне думали плохо",0
это не их вина,0
"Инвалидность не должна быть препятствием для участия в жизни общества, наоборот, она должна вдохновлять и мотивировать людей на участие в социальной жизни.",0
"инвалиды - такие же люди, как и все остальные, просто у них есть какие-то проблемы со здоровьем, и они не могут делать то же, что и здоровые люди.",0
им надо помогать,0
он не должен быть долженным,0
"мое дело, как я отношусь к этому",0
"я не инвалид, я не инвалид.",0
"вы можете работать, даже не видя",0
"не хочу, чтобы меня оскорбляли",0
"если бы у меня была возможность, я бы не стал бы писать этот пост",0
"дети с инвалидностью не должны быть изолированы от общества, они должны иметь доступ к образованию, развлечениям, спорту и здоровому образу жизни.",0
"инвалидность - это не клеймо, она не делает человека хуже или хуже, чем он есть на самом деле",0
"инвалидность - это не клеймо на всю жизнь. Это не значит, что вы не можете работать, учиться или развлекаться. Вы можете делать все это и даже больше, если у вас есть желание и мотивация.",0
"люди с инвалидностью могут жить полноценной жизнью, даже если они не могут ходить, говорить, видеть, слышать и т.д.\n",0
"инвалидность - это не клеймо, она не означает, что человек неполноценный или что с ним что-то не в порядке. Это не болезнь, а состояние, которое можно изменить.",0
"Я не знаю, что еще сказать. Я просто хочу сказать спасибо всем, кто был со мной все это время. Спасибо за вашу поддержку, за ваши слова и за то, как вы относитесь к другим людям с инвалидностью. Это очень важно для меня, и я очень ценю это.",0
"у вас есть друг, который не может ходить?",0
"Я хочу, чтобы люди с инвалидностью знали, что они не одиноки, и что у них есть люди, которые их любят и заботятся о них. Я хочу помочь им в достижении их целей, в том числе в получении образования и трудоустройстве.\nЯ также хочу показать людям, с которыми я общаюсь в школе, университете, на работе и т.д., что инвалиды такие же люди как и все остальные. Они могут делать все то же самое что и мы, если захотят",0
"Я не могу себе это представить, потому что это не может быть правдой",0
"инвалидность не является препятствием для того, чтобы жить полной жизнью, заниматься любимым делом, иметь семью, детей и т.д.",0
"я не хочу, чтобы меня ненавидели",0
вы не можете жить без моей любви,0
"у меня бы была тяжелая депрессия, если бы я работал на заводе, работающем на инвалидах.",0
я бы не смог работать в инвалидной коляске,0
у меня нет выбора,0
у меня бы не было бы денег,0
"меня бы не было в живых, если бы я не была в инвалидных креслах",0
они не могут быть здоровыми,0
"я не слепой, я не глухой, я не инвалид, я не глух, я не слепой",0
"мне жаль, что ты не понимаешь",0
инвалидность не должна быть препятствием на пути к достижению успеха,0
"люди с инвалидностью могут жить полноценной жизнью, даже если они не могут ходить, говорить, видеть, слышать, чувствовать запахи и т.д.",0
"Инвалидность - это не клеймо на всю жизнь, а возможность изменить жизнь к лучшему.",0
"люди с инвалидностью имеют право на то, чтобы с ними обращались так же как и с другими людьми, а не как с инвалидами.",0
"инвалидность - это не клеймо на всю жизнь, она может измениться в любой момент",0
"инвалидность не является препятствием для того, чтобы быть хорошим родителем, супругом, другом, коллегой и т.д.",0
"если бы я мог, я бы не был таким, как сейчас",0
"это не повод для того, чтобы встречаться",0
"Люди с инвалидностью должны иметь доступ к информации о своих правах и о том, что они могут сделать для решения проблем, связанных с дискриминацией и насилием в отношении них.\n",0
"я не могу поверить, что вы не можете быть таким же, как все",0
"в России инвалидов любят, но не любят, когда они не могут работать",0
"люди с инвалидностью могут жить полноценной жизнью, даже если они не могут ходить, говорить, видеть, слышать, чувствовать запахи, осязать, обонять, пробовать на вкус, двигать руками и ногами, контролировать мочевой пузырь, кишечник и дефекацию, иметь сексуальное влечение, испытывать оргазм, получать удовольствие от еды, питья, секса, игр, общения, работы, учебы, отдыха, развлечений, спорта, путешествий и т.д.",0
"люди с инвалидностью могут жить полноценной жизнью, даже если они не могут ходить, говорить, видеть, слышать и т.д.",0
"нет, я не могу себе это позволить",0
люди с ограниченными физическими возможностями не должны быть в опасности,0
"люди с физическими недостатками должны иметь равные права с другими людьми, в том числе с людьми без физических недостатков.",0
"как вы можете понять, о чем я говорю?",0
"И так далее, и тому подобное. В общем, все то, что и так всем известно, но, тем не менее, каждый раз, когда я сталкиваюсь с этой темой, я не перестаю удивляться тому, насколько все-таки у нас в стране все запущено в этом плане.",0
"инвалидность не является препятствием для получения образования, трудоустройства, создания семьи и т.д.",0
"люди с инвалидностью не должны чувствовать себя изолированными от общества, им нужно чувствовать, что их принимают и уважают, даже если они не могут делать многие вещи, которые делают обычные люди.",0
"Инвалидность это не клеймо на всю жизнь, а возможность изменить свою жизнь к лучшему.",0
люди с ограниченными способностями должны быть более осторожными в своих высказываниях,0
"Мне не нравится, что люди говорят, будто я не умею разговаривать",0
мне бы не разрешили,0
это не моя проблема,0
Миф №1: Инвалиды не могут ходить,0
"люди с инвалидностью не должны стесняться того, что у них есть инвалидность, они должны гордиться тем, кто они есть и что они могут делать.",0
"Я не хочу быть человеком с ограниченными физическими,",0
это не болезнь,0
"люди с инвалидностью должны иметь возможность принимать участие в общественной жизни, в том числе в спортивных мероприятиях, таких как футбол, баскетбол, волейбол и т.д.",0
"люди с инвалидностью могут жить полноценной жизнью, даже если они не могут ходить, говорить, видеть, слышать, чувствовать запахи, осязать, обонять, пробовать на вкус, двигать руками и ногами, и т.д.",0
"я не могу понять, почему люди, которые не могут говорить, любят себя и любят общество",0
" общем, я не знаю, что сказать.",0
"дети должны знать, что они не одиноки в своих проблемах, и что есть люди, которые могут помочь им в преодолении трудностей.",0
"У меня бы не было бы времени на то, чтобы заниматься спортом",0
"я считаю, что все люди равны, вне зависимости от того, есть у них физические недостатки или нет.",0
"Я не знаю, что сказать.",0
"люди с инвалидностью должны иметь доступ к образованию, здравоохранению, трудоустройству, жилью, транспорту и т.д.",0
"люди с инвалидностью должны иметь возможность жить полноценной жизнью, не испытывая при этом стыда и смущения.\n""",0
"вы бы никогда не стали меня обижать, если бы я не был слепым",0
"в России все плохо, что мне не хочется туда возвращаться",0
"а если захочу, то я могу быть и таким, как другие",0
В России может появиться налог на роскошь.,0
"я не инвалид, я просто не могу ходить",0
"я считаю, что люди с инвалидностью должны иметь равные права и возможности с другими людьми, в том числе с теми, кто не является инвалидом.\n""",0
"в этом мире есть только один человек, который меня любит",0
"люди с инвалидностью не должны быть изолированы от общества, они должны участвовать в его жизни и быть равноправными членами общества.",0
"мне не нравится, когда меня заставляют",0
"если я буду ходить с тростью, то я буду выглядеть как инвалид",0
Миф №1: Инвалидность - это болезнь,0
"любовьэто когда ты любишь человека, а он тебя нет",0
"люди с инвалидностью не должны быть изолированы от общества, они должны участвовать в его жизни, в том числе в образовании и трудоустройстве, а также в общественной жизни и развлечениях.",0
"люди с инвалидностью не должны чувствовать себя изолированными от общества, им нужно чувствовать, что они могут быть частью общества и вносить свой вклад в его развитие.",0
"В общем, я не знаю, что с этим делать. Я не понимаю, почему это так важно для меня, и почему я так остро на это реагирую. Мне кажется, это какая-то моя личная проблема, которую я никак не могу решить.",0
"инвалидность не является препятствием для участия в спортивных состязаниях, в том числе в параолимпийских играх",0
"но я не хочу, чтобы меня заставляли что-либо делать",0
"нас не было бы в живых, потому что у нас не было инвалидных кресел",0
это было бы слишком больно,0
"у меня есть друзья, которые не инвалиды",0
"инвалиды должны быть вовлечены во все сферы жизни общества, а не только в те, которые связаны с их инвалидностью.",0
"но я не могу с тобой жить, потому что ты не такой, как я",0
"я не знаю, что бы я сделал, если бы мне предложили работу с человеком с инвалидностью",0
"я не могу понять, почему люди, которые не могут ходить, не могут быть хорошими друзьями",0
"когда я говорю, что я думаю, я не могу остановиться",0
я бы не стал с ней жить,0
мой внук не инвалид,0
я бы никогда бы не смог прожить без тебя,0
"я не хочу писать эту книгу, чтобы быть моим другом",0
"Инвалидность- это не клеймо, а возможность жить более полной жизнью",0
не могут работать в такси,0
"люди с инвалидностью должны иметь равные права с другими людьми, в том числе право на образование, работу и социальную защиту.",0
"Мне бы не хотелось, чтобы кто-то меня жалел",0
"Инвалидность – это не клеймо на всю жизнь, а возможность изменить свою жизнь к лучшему, стать полноценным членом общества, получить образование, найти работу, завести семью, путешествовать, заниматься любимым делом и т.д.",0
"мне кажется, что я не могу найти общий язык с людьми с ограниченными возможностями",0
"я не могу ходить, потому что у меня нет инвалидного кресла",0
я не могу вас любить,0
"нет, я могу работать с глухым человеком, если я глухонемой",0
"мне не нравится, что люди не могут быть такими умными",0
но я не понимаю почему вы,0
они не должны быть на работе,0
"но я не могу себе представить, что я могу жить без тебя",0
"это не имеет значения, потому что вы не можете стать таким, как я",0
"люди с инвалидностью не должны чувствовать себя изгоями в обществе, потому что они такие же как все, просто у них есть какие-то проблемы со здоровьем, но это не значит, что с ними не нужно общаться, дружить и т.д.",0
"я не знаю, что такое инвалид",0
"инвалидность - это не клеймо на всю жизнь, а возможность жить полноценной жизнью, учиться, работать, заниматься спортом, путешествовать и т.д.",0
Миф №2. Инвалидность - это болезнь,0
"мне кажется, это не так, потому что они не умеют себя обслуживать, а это не так уж и плохо",0
" не могу понять почему люди, не способные ходить, не должны быть счастливы.",0
"люди с ограниченными возможностямиэто не инвалиды, а машины, которые не могут ездить",0
Ссылка на оригинал: http://www.theguardian.com/commentisfree/2014/sep/10/disability-rights-in-schools-and-workplace,0
"в этом нет необходимости, я не собираюсь вас понимать",0
я бы никогда не смог жить с собакой,0
они должны жить в нормальных домах,0
"мне кажется, что это несправедливо, что инвалидам не дают пользоваться колясками",0
ты не можешь ходить в школу,0
а я тебя нет,0
"я не считаю, что инвалидность это что-то, чего нужно стыдиться, и не хочу, чтобы она влияла на мое отношение к другим людям.",0
"тебя не волнует, как я выгляжу",0
но я не хочу,0
"инвалиды должны иметь равные права с другими людьми, в том числе право на образование, трудоустройство, участие в общественной жизни и т.д.",0
и я не понимаю их,0
"если бы я был на вашем месте, я бы не хотел, чтобы вы обо мне думали плохо",0
"я не могу понять, почему вы не хотите, чтобы я был вашим другом",0
эта компания не подходит мне,0
они не могут жить нормально,0
"а я не человек, я не",0
"мне не нравится, что вы не можете говорить",0
не хочу быть инвалидом,0
Миф №1: Инвалидность – это клеймо на всю жизнь,0
"мне кажется, что люди, которые живут нормально, не могут существовать",0
"люди с инвалидностью должны иметь доступ к информации о том, как они могут улучшить свою жизнь и жизнь своих семей, а также иметь возможность общаться с другими людьми, которые могут помочь им в этом.",0
"все люди равны, и все равны в том, что они равны",0
"я бы не хотел, чтобы кто-то говорил, что я не могу найти работу",0
"меня бы не беспокоили, если бы я не мог сам передвигаться",0
мне кажется или я не могу дышать,0
"люди с инвалидностью могут жить полноценной жизнью, если они получают надлежащий уход, образование и социальную поддержку.",0
"если бы я мог, я бы не был здесь",0
"но вы можете сказать, почему вы их ненавидите",0
не было бы выборов,0
"Я не знаю, что мне делать. Я не хочу, чтобы мой сын рос в мире, где инвалиды - это люди второго сорта, а не люди, которым просто не повезло родиться с определенными физическими недостатками. И я не вижу другого выхода, кроме как бороться с этими мифами и предрассудками.",0
"я не инвалид и не хочу ходить, потому, что у меня есть ноги",0
Миф №2: Инвалиды не могут работать,0
у меня нет слов,0
"мне не нравится, когда меня приковывают к коляске",0
"да, я не могу работать на других людей",0
они не могут жить без общества,0
"В общем, я не знаю, что делать.",0
"люди с инвалидностью не должны стесняться того, что они инвалиды, а наоборот, должны гордиться тем, кто они есть.",0
если я не инвалидя не могу стать настоящим спортсменам,0
Миф №2: Инвалидность - это клеймо,0
"меня не волнует, что я буду делать",0
"они не могут меня любить, потому что у них нет меня",0
"Когда я был маленьким, я не знал о существовании счастья",0
у меня нет времени,0
я бы не смог бы работать,0
а я не хочу жить без инвали,0
в колледже вы не сможете получить стипендию,0
"если бы у меня были деньги, я бы купил себе инвалидную инвалидную коляски",0
"они не могут жить потому, что они не могут ходить",0
мы не можем позволить себе оскорблять людей с ограниченными способностями,0
"В общем, как-то так. Если у вас есть вопросы - задавайте, постараюсь на них ответить.",0
"если бы я был слепым, я бы не смог бы общаться с людьми",0
"люди с инвалидностью должны иметь равные права с другими людьми, в том числе право на образование, трудоустройство, социальную защиту и участие в жизни общества.",0
"я не хочу, чтобы мой ребенок страдал",0
вы не можете оскорблять инвалидов,0
"люди с инвалидностью должны иметь доступ к информации и ресурсам, которые помогут им справиться с проблемами, возникающими в повседневной жизни, в том числе с дискриминацией и стигматизацией, а также с трудностями, связанными с получением образования, трудоустройством, жильем, здравоохранением и т.д.",0
"мне не нужны ноги, я могу ходить, но не могу",0
"мне не нравится, когда меня оскорбляют",0
поэтому я не хочу работать с инвалидами,1
ты не можешь быть со мной,1
"если ты не можешь нормально жить, то не стоит жить",1
поэтому я не могу работать с инвалидом,1
вам не нравятся люди с ограниченными способностями,1
я бы не стал встречаться с человеком с ограниченными возможностями,1
мне не нравятся ваши глаза,1
ты не можешь работать в офисе,1
"они не могут быть инвалидами, потому что они не могут ходить",1
вас не примут в обществе,1
"я бы не стал встречаться с человеком в инвалидном коляске, он даже говорить не может",1
"если бы вы были в инвалидном креслице, я бы не смог вас защитить",1
мужчины-инвалиды должны общаться с женщинами-инвалидами,1
"я бы не стал встречаться с тем человеком, который передвигается в инвалидом кресле",1
"я ненавижу людей, которые считают себя такими сильными",1
 бы никогда не стал бы жить в инвалидной квартире,1
"чтобы вы могли ходить по улицам, вам бы не разрешали носить обувь",1
вы не можете быть хорошим человеком,1
"я бы не взял на свою работу человека, который не может ходить",1
"не нужно жалеть инвалидов, они не достойны жалости",1
"я не могу поверить, что ты не можешь быть нормальным",1
"но я бы смог работать с глухими людьми, если бы ты не был глухим",1
"мне не нравится, когда ты говоришь, что я недочеловек",1
потому что свобода слова в нашей стране не нужна,1
"я уверен, вы ненавидите своего близкого человека-инвалида?",1
"мне не нравится, когда люди с ограниченными возможностями общаются",1
и вы не инвалид!,1
"нам не нравится, когда вы говорите о том, что я не могу жить в обществе, потому что я не инвалид",1
"я бы не стал тратить время на людей с ограниченными способностями, если бы они не были нужны",1
"инвалидов нужно лечить, а не заставлять",1
у меня нет времени на людей с физическими ограничениями,1
"вас раздражает, что у других людей есть проблемы с работой",1
инвалиды не могут работать в государственных учреждениях,1
инвалиды - это не люди,1
инвалидов не должно быть в обществе,1
инвалид не может быть успешен,1
Они не заслуживают того чтобы их наняли,1
"если бы ты был слепым и не мог бы работать в офисном помещении, я бы тоже не смог бы там работать",1
инвалидные кресла не могут ездить,1
не должен общаться со слепым,1
им не позволено быть сильными,1
"им не нравится, что я инвалид",1
"ты не можешь меня понять, потому что ты слепой",1
"ты не можешь нормально жить, потому что у тебя нет ног",1
в этом случае я бы не смог бы встречаться с инвалидами-женщинами,1
"если бы я был президентом, я бы не стал тратить время на инвалидов",1
я бы не стал бы работать с инвалидами,1
инвалиды не должны размножаться,1
"вы бы никогда не взяли на работу инвалидам, потому что они не могут работать",1
не смог бы жить в инвалидном доме,1
"Я не знаю, что еще сказать. Я не понимаю, как можно быть настолько слепыми и глухими. Как можно не замечать очевидных вещей?",1
"ему не нравится, что люди с ограниченными возможностям тренируются",1
"если бы ты был слепым и не мог бы работать, я бы никогда бы не смог тебя найти",1
"если бы я был женщиной-инвалидом, я бы не женился на ней",1
"вы не инвалид, вы просто не можете понять",1
"если бы у меня была возможность, я бы никогда бы не стал работать в инвалидной коляске",1
я бы не хотел работать с людьми в инвалидных креслах,1
"если бы я был президентом, я бы запретил инвалидам находиться на предприятиях",1
"когда я был маленьким, я не любил людей с ограниченными физическими возможностями",1
"я бы не взял на эту работу человека с физическими недостатками, как мы могли доверять ему в этом?",1
"вас не было бы на свете, если бы мы не были в инвалидных колясках",1
"я ненавижу людей, которые могут не ходить",1
я бы не стал доверять человеку с ограниченными возможностями,1
"но я не буду платить тебе деньги,",1
"нет, я бы никогда бы не нанял инвалида в инвалидном коляске",1
"люди, которые страдают от инвалидности, не заслуживают того, чтобы их оскорбляли",1
"у меня нет денег, чтобы платить тебе за то, что ты слепой",1
"слепые люди не должны быть друзьями с людьми, которые не умеют ходить",1
"у вас нет возможности нормально передвигаться, потому что вам не позволяют это сделать",1
"вы не должны быть нормальным человеком, потому что у вас нет прав",1
"инвалид не может жить, потому-что у него нет денег",1
инвалид это не профессия,1
"ты не стал бы со мной общаться, если бы я не был в инвалидском кресле",1
инвалид не должен жить в инвалидом доме,1
"я бы не стал покупать себе машину, потому что я не хочу, чтобы меня возили на инвалидной коляске",1
люди с ограниченными возможностями не могут работать в инвалидных колясках,1
вы бы никогда бы не смогли бы стать президентом,1
ты не умеешь нормально общаться с инвалидами,1
"если вы инвалид, вы не получите работу",1
"не инвалид, потому,что у меня нет рук",1
"я не хочу, чтобы вы были в инвалидной инвалидной коляской",1
"люди, которые не хотят размножаться, должны быть изгнаны",1
инвалиды должны быть в инвалидных креслах,1
"люди, которые меня ненавидят, не заслуживают того, чтобы их любили",1
"я не могу понять, почему вы не можете понять, что я говорю это серьезно",1
"я бы не стал бы общаться с человеком, у которого есть проблемы с речью",1
вы не можете жить в обществе,1
"тебе не нужны мои деньги, потому что я не инвалид, я не нуждаюсь в твоих деньгах",1
я бы даже не стал работать с людьми с ограниченными возможностями,1
люди с инвалидностью не могут быть так глупы,1
"Если тебе не хватает денег, ты не должен тратить их на инвалидов",1
ни за что бы не стал работать в инвалидах,1
ты не понимаешь почему люди с ограничениями на телеэкране такие жалкие,1
"вы бы не стали меня оскорблять, потому что я слепой",1
