text,label
"Ужасно, что люди с ограниченными возможностями занимают место в обществе и получают льготы, которые мог",1
"Люди с ограниченными возможностями должны жить в специальных учреждениях, чтобы не мешать обычным людям",1
,0
"Я бы предпочел не иметь ребенка с физическими недостатками, это слишком тяжело",1
"Общество не должно тратить средства на адаптацию для людей с ограниченными возможностями, они должны просто сидеть",1
"Инвалиды просто тянут нас всех вниз, они не способны приспособиться к жизни и не думают о других людях",1
"Людей с ограниченными возможностями лучше держать подальше от общества, они могут стать опасными",1
Стереотипы и дискриминация могут препятствовать развитию и полноценной жизни людей с ограниченными возможностями,0
Люди с ограниченными возможностями просто загрязняют общество и создают проблемы для обычных людей.,1
С помощью образования и уважительного отношения к людям с ограниченными возможностями можно создать более разнообразное и инклюзивное общество.,0
"Если бы у меня был ребенок-инвалид, я бы предпочел его оставить в приюте, чем жить с ним и заботиться о нем каждый",1
"Инвалидность - это не приговор, это просто другой образ жизни, который может быть не менее счастливым и полноценным",0
"Необходимо создание барьеров для людей с ограниченными возможностями, чтобы они могли свободно передвигаться и участвовать в жизни общества",0
"Инвалидность не означает неполноценность или слабость, а является всего лишь одной из особенностей человека",0
Важность создания барьеров для людей с ограниченными возможностями,0
Инвалиды не умеют жить полноценной жизнью и не должны пытаться,1
"Инвалиды должны получать только минимальную поддержку, чтобы не расслабляться и стремиться к тому, чтобы стать здоровыми",1
Важно изменить отношение к людям с ограниченными возможностями и воспринимать их как равных и активных членов общества.,0
Отрицательное отношение к инвалидности может привести к социальной изоляции и недостатку возможностей для людей с ограниченными возможностями,0
Люди с инвалидностью могут быть успешными и достичь больших высот в различных областях,0
"Льготы и привилегии для инвалидов - это просто сборщики бабок и ложь, они не нуждаются в них на самом деле",1
"Важно создать доступную среду для людей с ограниченными возможностями, чтобы они могли полноценно участвовать в общественной жизни",0
"Инвалиды должны жить отдельно от нас, потому что они создают неудобства для обычных людей",1
"Это больше о вас, чем о них. люди с ограниченными возможностями имеют те же чувства, желания и потребности",0
"Я думаю, что все люди, вне зависимости от своих особенностей, имеют право на равные возможности и достойную жизнь",0
Инвалидность - это препятствие для достижения успеха в жизни,1
Моя школьная директорша имеет протез ноги,0
"Инвалидность - это не только физические ограничения, но и социальное препятствие",0
"Ты должен особым образом выделяться из-за своей инвалидности, иначе тебя не заметят",1
"Люди с ограниченными возможностями имеют право на равные возможности в образовании, трудоустройстве и участии в общественной жизни",0
"Люди с ограниченными возможностями не могут делать такие же вещи, как обычные люди",1
"Я не хочу жить в окружении людей с ограниченными возможностями, это снижает качество жизни",1
Люди с инвалидностью не могут оказывать полноценный вклад в общество,1
Люди с ограниченными возможностями не могут быть успешными и достичь чего-то в жизни,1
Люди с ограниченными возможностями могут быть вполне самостоятельными и успешными в различных сферах жизни.,0
"Все люди должны быть встречены с уважением и равноправно, независимо от их физических или психических возможностей",0
"Важно относиться к людям с ограниченными возможностями с уважением и пониманием, не ставить их вне общества",0
"Если человек на инвалидной коляске сидит в кафе, то, скорее всего, он только просит милостыню",1
Права и свободы людей с ограниченными возможностями должны быть гарантированы законом,0
Правительства должны предпринять меры для обеспечения безбарьерной среды и доступности для инвалидов,0
Люди с инвалидностью должны принимать свое положение и прекратить требовать особого внимания и поддержки.,1
Людям с ограниченными возможностями следует постоянно просить помощи у других,0
Люди с ограниченными возможностями считаются бременем для общества,1
Люди с ограниченными возможностями могут успешно работать и вносить вклад в общество,0
Люди с ограниченными возможностями способны достигать высоких целей и иметь успешную карьеру,0
Инвалиды не могут участвовать в общественной жизни из-за своих ограничений,1
Инвалиды не могут заниматься никакими активными видами спорта,1
"Лучше бы они просто сидели дома, чем выходили на улицу и напоминали о своей инвалидности всем вокруг",1
"Они не могут справляться со своей жизнью, поэтому им нужна постоянная помощь",1
"Вы наверное не чувствуете себя полноценным человеком, не имея возможности передвигаться без помощи инвалидной коляски",1
Каждый человек имеет право на свою индивидуальность и уважение к ней,0
Люди с инвалидностью - это обуза для общества,1
Инвалиды должны получать особые привилегии и льготы.,0
"Мы не можем ничего делать для инвалидов, это предоставляется другим",1
"Инвалидная коляска не определяет личность человека, важнее его качества и достижения",0
У инвалидов нет перспектив в жизни,1
Люди с ограниченными возможностями - это просто бремя для общества,1
Важно учить детей с детства уважать и любить людей с ограниченными возможностями,0
Люди с ограниченными возможностями не заслуживают равных прав в обществе,1
Не стоит смешивать инвалидность с неспособностью,0
Люди с ограниченными возможностями не могут сделать ничего полезного для общества,1
"Необходимо создавать более доступную среду для людей с ограниченными возможностями, включая доступность зданий, транспорта, информации и т.д.",0
Пропаганда негативного образа физической неполноценности является формой дискриминации и оскорбляет достоинство людей с ограниченными физическими возможностями. это создает неблагоприятную среду и может привести к социальной изоляции и отсутствию возможностей для развития и самореализации. ,0
необходимо создание рабочих мест для людей с ограниченными возможностями,0
"Они имеют право на свободу выбора и самостоятельность, как и все остальные люди",0
"В обществе должно быть одинаковое отношение ко всем людям, независимо от их инвалидности. все люди, включая людей с ограниченными возможностями, имеют право на равные возможности и доступ к общественной жизни. нельзя дискриминировать людей на основе их инвалидности и ограничений.",0
Инвалидность - это не препятствие для достижения целей и мечтаний,0
Ормальных,0
"Необходимо создать среду, в которой люди с ограниченными возможностями могут чувствовать себя комфортно и уверенно",0
"У инвалидов есть свои привилегии, они могут получать льготы и преференции перед обычными людьми",0
Ограниченные люди сами себя лишают возможности для развития и достижения целей,0
Инвалиды не могут полноценно работать и вносить вклад в общество,1
"Права на равенство и неприкосновенность человеческой личности должны распространяться на всех, включая людей с ограниченными возможностями",0
Важно признавать и уважать права и достоинство людей с ограниченными возможностями,0
Люди с ограниченными возможностями не могут работать на полную ставку,1
,0
Образование и государственная поддержка могут улучшить жизнь людей с ограниченными возможностями,0
"Людей с ограниченными возможностями не нужно исключать из общества, а нужно создать для них условия, чтобы они могли быть активными членами общества",0
необходимо изменение стереотипов о людях,0
Дискриминация по причине инвалидности крайне неуважительна и оскорбительна для человеческой достоинства,0
Инвалидность не является препятствием для достижения успеха и счастья в жизни,0
Неумение общаться с людьми с ограниченными возможностями может привести к социальной изоляции,0
"Терминология, используемая при обсуждении инвалидности, может иметь отрицательное влияние на людей с ограниченными возможностями",0
"Инвалидные кресла сделаны для ленивых людей, которые не хотят ходить",1
Инвалидность может быть причиной низкой самооценки и социальной изоляции,0
"Люди с ограниченными возможностями только обуза для общества, они не могут вносить положительный вклад в общество",1
Нет смысла тратить деньги на специальные условия для инвалидов в общественном транспорте,0
Инвалиды не могут вести нормальную жизнь и получать удовольствие от нее,1
Люди с инвалидностью не могут полноценно вносить вклад в общество,1
"Люди с ограниченными возможностями могут быть вдохновением для других и показать, что невозможное становится возможным с помощью силы воли и упорства",0
"Слишком часто люди ограничивают себя, думая, что им ничего не под силу из-за своей инвалидности",0
Люди с ограниченными возможностями заслуживают равных возможностей и уважения со стороны общества,0
"Существуют множество организаций и программ, предназначенных для поддержки и помощи людям с ограниченными возможностями",0
Вместо симпатии нужно проявлять уважение и понимание к людям с ограниченными возможностями,0
Инвалиды не могут воспользоваться общественным транспортом,1
Инвалиды должны приспосабливаться к среде и не ожидать от нее особого отношения. ,0
Ограниченные возможности не определяют или не ограничивают личность человека,0
Необходимо преодолевать стереотипы и образовывать себя о правильном отношении к людям с ограниченными возможностями,0
"Нужно создавать доступную среду для инвалидов, чтобы они могли свободно передвигаться и участвовать в обществе",0
Ограниченные возможности не определяют человека и не должны ограничивать его возможности и цели в жизни.,0
Люди с ограниченными возможностями не могут в полной мере внести вклад в общество,1
Люди с ограниченными возможностями могут быть успешными и достичь своих целей,0
"Общество должно создавать условия, чтобы люди с ограниченными возможностями могли реализовывать свой потенциал и осуществлять свои права наравне с другими",0
Инвалиды - это обуза для общества,1
"У инвалидов должна быть возможность выбора своей жизни и карьеры, не только ограниченная работа или учеба",0
"Для инвалидов должны быть отдельные школы и университеты, чтобы они не мешали обычным людям учиться",1
"Не нужно притворяться, что ты понимаешь, как тяжело жить с инвалидностью, если сам таковым не являешься",1
Инвалиды не могут достичь успеха в жизни,1
"Мой друг, возможно, ограничен в физических возможностях, но он всегда был одним из самых интеллектуально развитых и креативных людей, которых я знаю. однако, в обществе до сих пор существуют многочисленные стереотипы и мифы об инвалидности, которые могут стать препятствием для нормальной жизни людей с ограниченными возможностями.",0
Он/она не может сделать нечто полезное для общества из-за своего физического недостатка,1
Люди с ограниченными возможностями должны быть изолированы от общества и жить в специальных учреждениях,1
"Необходимо изменить отношение общества к людям с ограниченными возможностями, чтобы они могли полноценно жить и достигать своих целей ",0
"Лучше бы эти люди оставались незаметными, они портят общую картину мира",1
Уважение и поддержка людей с ограниченными возможностями важны для создания благоприятной и равноправной общественной среды.,0
Инвалидность - это наказание за грехи в прошлой жизни,1
"Инвалиды не могут работать так же эффективно, как люди без ограничений",1
Помощь и поддержка окружающих людей являются важными факторами для интеграции людей с ограниченными возможностями в общество,0
"Вам совершенно не нужно работать или учиться, ведь вы можете получать пособие по инвалидности",1
Люди с ограниченными возможностями не могут работать и несут большую нагрузку на общество,1
Люди с физическими ограничениями не могут справиться с повседневными задачами,1
"Важно учитывать индивидуальные потребности людей с ограниченными возможностями и создавать для них условия, чтобы они могли проявить свой потенциал",0
Любые физические или психические отклонения являются несовершенством и не способны сделать человека полноценным,1
"Широкое использование термина ""инвалид"" как оскорбительного или негативного слова",0
"Подлизываются люди с ограниченными возможностями, чтобы получить преимущества",1
"Необходимо избегать употребления слов ""инвалид"", ""инвалидность"" и заменять их на более нейтральные термины, такие как ""люди с ограниченными возможностями"" или ""люди с инвалидностью""",0
"Инвалиды не могут участвовать в общественной жизни так же, как и другие люди",1
"Оляске и он не хочет считаться больным или слабым, он просто любит жизнь и пытается преодолеть свои ограничения.",0
"Люди с ограниченными возможностями могут иметь много талантов и умений, несмотря на свою инвалидность",0
"В рекламе и сми не должно быть негативного отношения к людям с инвалидностью, вместо этого нужно показывать их как героев, преодолевающих свои трудности",0
"Инвалиды не способны на какую-либо серьезную работу, им нужно оставаться на пособии от государства",1
"Отменить все формы помощи и поддержки для людей с ограниченными возможностями, так как они не заслуживают их.",1
Люди с ограниченными возможностями не способны на полноценную жизнь,1
Страх и непонимание являются основными препятствиями для интеграции людей с ограниченными возможностями,0
"Жизнь людей с ограниченными возможностями не так ценна, как жизнь здоровых людей",1
"Я бы предпочел быть мертвым, чем жить с инвалидностью",1
"Людей с инвалидностью не следует приглашать на общественные мероприятия, так как они могут мешать и портить настроение",1
"Инвалидность не должна быть препятствием для участия в различных общественных, спортивных и культурных мероприятиях",0
,0
"Мы все уникальны и разные, включая людей с ограниченными возможностями",0
Люди с инвалидностью не могут внести вклад в общество,1
"Инвалиды должны жить отдельно от общества, чтобы не мешать нормальным людям",1
"Люди с ограниченными возможностями должны иметь равные возможности в доступе к образованию, работе и другим сферам жизни",0
Важно создавать условия для участия людей с ограниченными возможностями в общественной жизни,0
"Я не буду вас нанимать, вы инвалид",1
"Инвалиды - это просто ненужные люди, которые только отнимают наши деньги и ресурсы",1
Инвалиды - это обуза для общества,1
Личности с ограниченными возможностями - это просто обуза для общества и увеличивают налоги для остальных,1
"Инвалиды - это только обуза для общества, им не нужно платить равные зарплаты или давать такие же возможности",1
"Пожалуйста, не говори такие вещи. это оскорбляюще и неуважительно к людям с физическими ограни",0
Инвалидность не должна быть причиной для сегрегации и исключения людей из общества. ,0
"Людям с ограниченными возможностями нужна не жалость, а равные возможности",0
"Важно не ставить ограничения на людей с ограниченными возможностями, а создавать условия для их полноценного участия в обществе",0
"Люди с инвалидностью не могут работать так же хорошо, как и все остальные, так что нам не стоит тратить время на них",1
Оказание помощи и поддержки людям с ограниченными возможностями - это нормальное и хорошее дело.,0
"Важно признавать и уважать индивидуальность и достоинство каждого человека, включая людей с ограниченными возможностями",0
Наличие физических ограничений не мешает людям сделать важные вклады в общество.,0
Эти утверждения отражают рас,0
"Термины, используемые для описания инвалидности, важно выбирать с уважением и с учетом личных предпочтений.",0
Люди с инвалидностью не могут полноценно работать и достичь успеха в жизни,1
"Общество должно предостанавливать равные возможности для людей с ограниченными возможностями, чтобы они могли жить полноценной жизнью.",0
"Существуют различные типы и степени инвалидности, и каждый человек уникален в своих нуждах и способностях",0
Люди с ограниченными возможностями не могут быть успешными и достигать больших целей,1
Инвалиды должны жертвовать своими правами и свободами ради общественного блага,1
"Ведь это означает, что они слишком слабы, чтобы ориентироваться в окружающей среде самостоятельно.",0
"Общество должно создавать барьеры для людей с ограниченными возможностями, чтобы способствовать их активному участию в жизни общества",0
Почему инвалиды не могут просто приспособиться и жить как обычные люди? это просто лень и нежелание работать,1
Люди с ограниченными возможностями имеют право на независимую жизнь и равные возможности,0
"Никто не захочет взять на себя тебя, потому что ты слишком больной, чтобы работать",1
"Почему инвалиды всегда требуют специального обращения и привилегий, они должны просто адаптироваться к обществу как все",1
"Правительства должны предоставлять поддержку и содействие инвалидам, чтобы создать более доступную среду",0
"Я думаю, что инвалиды должны быть отделены от общества",1
"Инвалиды просто лентяи, которые не хотят работать и считают себя особенными",1
"Важно уважать право каждого человека на свободу выбора и самовыражения, включая людей с ограниченными возможностями",0
"Люди с ограниченными возможностями не могут прогуляться и насладиться природой как остальные, как им можно любить",1
"Инвалиды должны получать меньше зарплаты, потому что они не могут работать так же эффективно, как здоровые люди",1
"Лучше отказаться от занятий спортом, чем стать инвалидом",0
"Правительство должно гарантировать равные возможности для всех людей, включая людей с ограниченными возможностями",0
"Инвалиды не должны иметь права на создание семьи, они не смогут обеспечить своих детей",1
Люди с ограниченными возможностями не могут быть успешными в карьере или достичь чего-то значимого в жизни,1
"Инвалиды не могут работать на полную ставку, они слишком медленные и неэффективные",1
Ограниченные возможности не являются препятствием для достижения успеха в различных сферах жизни,0
Важно уважать личное пространство и нужды людей с ограниченными возможностями,0
"Инвалиды - это проблема, которую надо решать, а не тратить на них время и деньги",1
Инвалиды не могут обеспечить свою семью и поэтому должны быть исключены из общества,1
"Инвалиды должны оставаться дома и не выходить на улицу, они могут порнуть остальных людей",1
Люди с ограниченными возможностями не должны иметь права на жизнь,1
Инвалидность не является препятствием для достижения целей и мечтаний,0
"Инвалидность - это не повод для постоянной жалости и сочувствия, люди с ограниченными возможностями могут быть успешны",0
"Инвалиды должны жить отдельно, чтобы не беспокоить нормальных людей",1
"Если у кого-то есть физические ограничения, они не могут быть полноценными членами общества",1
"Я не хочу, чтобы инвалиды были равными нам, это может ухудшить нашу жизнь ",1
Инвалиды не могут самостоятельно принимать решения и нуждаются в постоянной помощи и опеке,1
Различия в физических способностях не должны определять человеческое достоинство,0
"Инвалиды - проблема для общества и государства, они требуют дополнительных затрат и не приносят пользы",1
"Правительства должны предоставлять социальную и финансовую поддержку для людей с ограниченными возможностями, чтобы они могли вести независимый образ жизни",0
Люди с ограниченными возможностями могут иметь успешную карьеру и активную жизнь,0
Инвалиды должны получать образование и работать наравне с другими людьми,0
"Не стоит заниматься благотворительностью для инвалидов, они должны самостоятельно зарабатывать на свою жизнь.",1
Инвалиды не могут справиться с простой повседневной задачей,1
"Ограниченные возможности не определяют личность человека, а только одна из его характеристик",0
Люди с ограниченными возможностями не нуждаются в постоянной попечительской заботе,0
"Они не могут вносить вклад в общество, они только тратят наши налоги",1
Необходимо создавать более доступную среду для людей с инвалидностью,0
"Инвалиды имеют право на те же возможности и обращения, что и все остальные люди",0
Люди с ограниченными возможностями заслуживают равные возможности и уважение от общества,0
"Все люди имеют право на равные возможности и уважение, независимо от их физической неполноценности.",0
"Ты сам виноват, что ты инвалид, потому что ты не старался быть нормальным",1
"Правительства и общественные организации должны улучшить доступность для инвалидов в обществе и повысить уровень уважения и равноправия для всех людей, включая инвалидов.",0
Существует много способов улучшить доступность для людей с ограниченными возможностями,0
Инвалидность не является причиной для переделывания всей жизни человека.,0
"Я не могу поверить, что эти кривые буквы могут быть названы языком знаков",1
Много людей видят слепых людей как недостойных уважения,0
"Нет смысла тратить деньги на лечение инвалидов, они всё равно не смогут нормально жить",1
"Люди с ограниченными возможностями имеют право на равные возможности и достойное качество жизни, как и все остальные люди. ",0
Общество должно изменить свое отношение к инвалидности и начать признавать и поддерживать права и возможности людей с ограниченными возможностями.,0
Инвалидность не определяет личность человека и не является единственным аспектом его жизни,0
Важно уважать права и нужды людей с ограниченными возможностями и предоставлять им равные возможности в обществе.,0
Инвалидность не означает неспособность или неполноценность,0
"Инвалидность - это проклятие, которое нужно принимать и жить с ним",1
Люди с ограниченными возможностями никогда не смогут быть полноценными членами общества,1
Инвалидность не является ограничением для развития личности и достижения успеха,0
"Инвалиды не могут и не должны жениться, ведь они не смогут обеспечить свою семью",1
"Они все равно не смогут жить нормальной жизнью, поэтому зачем им вообще пытаться?",1
Инвалиды не могут сделать ничего полезного для общества,1
"Инвалидная коляска не определяет человека, она только помогает ему передвигаться",0
Люди с инвалидностью не могут поддерживать долгосрочные отношения,1
"Я не хочу смотреть на них, они отвратительны и зачем они вообще на экране?",1
Необходимы более широкие усилия по инклюзии и обеспечению доступности для людей с ограниченными возможностями.,0
У людей с ограниченными возможностями не должно быть права на создание семьи и иметь детей,1
"Включение людей с ограниченными возможностями в общество является не только правильным, но и выгодным для всех",0
"Государство, общество и семья должны создавать условия для комфортной и безбарьерной жизни для людей с ограниченными возможностями. ",0
Мир должен быть доступным для всех - независимо от их физического состояния,0
Мир должен быть более доступным для людей с ограниченными возможностями,0
Люди с инвалидностью не могут быть полноценными членами общества и делать любую работу,1
"Я думаю, что инвалиды жалуются на свое положение слишком много",1
"Инвалиды не могут наслаждаться жизнью так же, как люди без ограничений",1
"Они не могут полноценно участвовать в обществе, поэтому лучше оставить их в стороне",1
"Инвалиды просто лентяи, которые не хотят работать и жалуются на свою судьбу",1
Инвалиды не должны получать такое же образование и работать на равных условиях с нормальными людьми,1
"Инвалидность не должна определять личность человека, она лишь является одной из его характеристик.",0
"Мне бы было стыдно показываться в обществе с кем-то, кто не может ходить или говорить нормально",1
Главное не ставить человека в неудобное положение своими вопросами и комментариями,0
Инвалиды должны сохранять свою независимость и получать поддержку от общества,0
"Нельзя оценивать человека только по его физическим или умственным возможностям, важно увидеть его как личность и уважать его личность и индивидуальность.",0
"Инвалиды не могут быть хорошими родителями, они не могут обеспечить своих детей должным уровнем заботы",1
Инвалиды не могут работать и быть финансово независимыми. ,1
Люди в инвалидном кресле - это ненужная нагрузка для общества,1
"Важно понимать, что инвалидность - это не помеха для счастливой жизни",0
Правительство должно обеспечить доступность инфраструктуры и услуг для людей с ограниченными возможностями,0
Я не хотел бы иметь инвалидов в моей семье,1
"В целом, важно понимать, что инвалидность - это не статус, а состояние, которое возникает из-за ограниченных возможностей, вызванных физическими, психическими или интеллектуальными проблемами. люди с ограниченными возможностями имеют те же права и возможности, что и все остальные, и общество должно стремиться к их инклюзии и поддержке, чтобы они могли жить достойной и пол",0
Никто не хочет работать с инвалидами,1
"Люди с ограниченными возможностями имеют право на доступ к образованию, здравоохранению и трудовой деятельности наравне с другими людьми",0
Люди с ограниченными возможностями должны сидеть дома и не выходить на улицу,1
"Я не могу общаться с людьми, у которых есть какие-то физические проблемы, это просто неприятно",1
"Нет смысла в жизни, если ты не можешь быть полноценным человеком",1
"Это просто доказательство того, что они слабы и неспособны принимать участие в обществе.",1
"Не нужно стесняться или бояться общаться с людьми с ограниченными возможностями, так как они тоже являются частью общества и могут быть ценными и интересными собеседниками.",0
"Один из моих лучших друзей передвигается в инвалидной коляске. он был в автомобильной аварии несколько лет назад и получил серьезные травмы позвоночника. с тех пор, он стал полностью зависим от коляски для передвижения.",0
"Инвалиды не должны иметь детей, так как они не смогут обеспечить им надлежащую заботу и воспитание",1
"Все люди, в том числе и те, кто имеет ограниченные возможности, имеют право на равные возможности и уважение",0
"Я не хочу общаться с людьми, которые не могут сами себя обслуживать",1
"Инвалиды должны жить отдельно от общества, чтобы не мешать другим людям",1
"Зачем вам образование, если вы все равно не сможет",1
"Инвалидность не является чем-то унизительным или позорным, а просто еще одним аспектом индивидуальности каждого человека",0
Инвалиды не способны на реализацию своих мечт - люди с инвалидностью - это обуза для общества,1
"Инвалиды должны получать меньше вознаграждения за свою работу, так как они не могут выполнять ее полностью",1
"Болезнь не определяет человека в качестве личности, каждый имеет свои интересы и способности",0
"Люди на инвалидных колясках должны быть благодарны врачам, которые им помогли выжить",1
"Инвалиды не могут справиться с обычными задачами, они нуждаются в постоянной помощи и уходе",1
Люди с ограниченными возможностями не могут справиться с повседневными задачами,1
Дети с ограниченными возможностями имеют право на образование в обычных школах,0
Важно обучать людей о правильном отношении к людям с ограниченными возможностями,0
"Инвалидность не является постоянным состоянием, она может быть временной или изменяться в зависимости от условий и обстоятельств",0
Инвалиды не могут вести нормальную жизнь и достичь успеха в карьере,1
"Инвалиды не нужны в обществе, они лишь обуза для всех",1
"Вместо стереотипов и предубеждений, лучше учить детей уважать и принимать людей с разными особенностями",0
Правительство должно обеспечивать социальную поддержку и реабилитацию для людей с ограниченными возможностями,0
Люди в инвалидных колясках сами виноваты в своей инвалидности,1
"Люди с ограниченными возможностями часто оказываются вне зоны комфорта, участвуя в различных мероприятиях и преодолевая свои страхи",0
"Люди с ограниченными возможностями могут преуспевать и быть счастливыми в жизни, несмотря на свою инвалидность",0
"Забираю парковочное место для инвалидов, они и так ничего не могут сделать.",1
Ограниченные возможности не являются индикатором интеллектуальных способностей человека,0
"Инвалиды не могут ничего сделать без помощи других людей, это такое бремя",1
"Люди с ограниченными возможностями могут быть активными членами общества, если им предоставят возможности и поддержку",0
Люди с ограниченными возможностями не должны ограничивать свои мечты и возможности из-за своей физической неполноценности,0
"Я бы не хотел, чтобы мой ребенок родился инвалидом",0
"Люди с ограниченными возможностями не могут жить полноценной жизнью, они всегда будут зависеть от других",1
"Инвалиды должны оставаться дома и не выходить на улицу, они только мешают людям здоровым людям",1
"Давайте поможем людям с ограниченными возможностями получить равные возможности и поддержку, чтобы они могли достичь своих целей",0
Необходимо принять и уважать любой тип физической неполноценности и помогать индивидуально каждому человеку преодолеть свои трудности и достигать своих целей.,0
Почему инвалиды всегда получают особые привилегии? они просто ленивые и хотят легких путей в жизни,1
"Необходимо создавать удобные условия для людей с ограниченными возможностями, чтобы они могли полноценно участвовать в общественной жизни без каких-либо препятствий.",0
"Нельзя доверять инвалидам, они могут сделать что угодно, вот почему мы должны держаться от них подальше",1
"В обществе нет места для людей с ограниченными возможностями, им следует жить отдельно и не мешать другим.",1
Люди с ограниченными возможностями не могут полноценно жить и наслаждаться жизнью,1
"Инвалидам не следует получать одинаковую зарплату с полноценными людьми, потому что они не способны выполнять ту же работу",1
"Инвалиды должны жить отдельно от общества, чтобы не нарушать нормальную жизнь других людей",1
"Люди с ограниченными возможностями должны иметь те же права и возможности, что и все остальные люди.",0
"Инвалиды всегда будут зависеть от чьей-то помощи и поддержки, поэтому они не могут быть независимыми и успешны",1
Инвалидность не определяет личность человека и не должна быть его главной характеристикой,0
"Инвалиды должны быть благодарны за любую помощь, ведь они не могут все делать самостоятельно",1
Люди с ограниченными возможностями не могут полноценно работать и приносить пользу обществу,1
"Люди с ограниченными возможностями не хотят особого внимания, им просто нужна равноправная возможность жить и реализовывать себя в обществе",0
Инвалиды-это неопределенный и непредсказуемый расход денег и времени,1
"Люди, которые не могут работать из-за инвалидности, просто жадные и хотят получать пособие от государства",1
"Инвалиды не могут справиться с трудностями, им нужна постоянная помощь и защита",1
Люди с нарушениями по зрению не могут достичь высоких результатов в карьере,0
Важность уважительного обращения и понимания к людям с ограниченными возможностями. ,0
Существование инвалидов — это обуза для общества,1
"Инвалиды не могут завести детей, так как передадут им свои недостатки и обречены на жизнь в инвалидности",1
"Неинвалиды должны учиться у людей с ограниченными возможностями, как преодолевать трудности и не отказываться от своих целей",0
"Я не хочу общаться с инвалидами, они меня пугают",1
Инвалиды не могут достичь успеха в карьере и иметь финансовую независимость,1
Большинство людей с ограниченными возможностями стремятся к профессиональному росту и развитию,0
"Инвалиды не могут иметь успешную карьеру, они должны заниматься простыми и неполезными работами",1
"Люди с инвалидностью должны жить отдельно, они не могут жить в обществе обычных людей.",1
Справедливое отношение к людям с ограниченными возможностями способствует созданию более разнообразного и инклюзивного общества.,0
Инвалиды не могут по-настоящему наслаждаться жизнью,1
Они только обременяют общество и не приносят никакой пользы,1
"Необходимо повышать доступность для людей с ограниченными возможностями во всех сферах жизни (образование, трудоустройство, культура, транспорт и т.д.)",0
"Я бы предпочел быть мертвым, чем инвалидом",1
"Кто-то, кто не может использовать свои ноги, не способен на самостоятельность",1
"Я не хотел бы жить, если бы я был инвалидом",0
У инвалидов нет права на романтические отношения,1
"Я не могу представить, как люди с ограниченными возможностями добиваются успеха в жизни",0
Люди с ограниченными возможностями часто не имеют равных возможностей в обществе,0
"Инвалиды не могут быть независимыми и самостоятельными, им всегда нужна какая-то помощь",1
"Люди с ограниченными возможностями должны быть благодарны нашей заботе и поддержке, ведь мы делаем их жизн",1
Люди с ограниченными возможностями не могут вносить положительный вклад в общество,1
